chr	start	end	name	TargetGene	TargetGeneTSS	CellType	ABC.Score
chr19	10528625	10529812	intergenic|chr19:10528625-10529812	CDC37	10514271	NEU	0.075960
chr19	10564888	10565554	genic|chr19:10564888-10565554	PDE4A	10563632	NEU	0.020846
chr19	10571596	10572871	genic|chr19:10571596-10572871	PDE4A	10563632	NEU	0.072055
chr19	10578679	10579275	genic|chr19:10578679-10579275	PDE4A	10563632	NEU	0.012901
chr19	10602706	10603206	genic|chr19:10602706-10603206	KEAP1	10613481	NEU	0.013244
chr19	10616196	10616696	intergenic|chr19:10616196-10616696	KEAP1	10613481	NEU	0.018342
chr19	10682728	10683443	genic|chr19:10682728-10683443	KRI1	10676702	NEU	0.035967
chr19	10682728	10683443	genic|chr19:10682728-10683443	CDKN2D	10679631	NEU	0.035965
chr19	10712591	10714078	intergenic|chr19:10712591-10714078	ZNF560	9609279	NEU	0.014562
chr19	10712591	10714078	intergenic|chr19:10712591-10714078	OLFM2	10047228	NEU	0.013592
chr19	10712591	10714078	intergenic|chr19:10712591-10714078	ATG4D	10654569	NEU	0.013609
chr19	10712591	10714078	intergenic|chr19:10712591-10714078	SLC44A2	10736170	NEU	0.013641
chr19	10712591	10714078	intergenic|chr19:10712591-10714078	QTRT1	10812111	NEU	0.018634
chr19	10805818	10807102	intergenic|chr19:10805818-10807102	ATG4D	10654569	NEU	0.012421
chr19	10805818	10807102	intergenic|chr19:10805818-10807102	QTRT1	10812111	NEU	0.022156
chr19	10810358	10810858	intergenic|chr19:10810358-10810858	QTRT1	10812111	NEU	0.014343
chr19	10810358	10810858	intergenic|chr19:10810358-10810858	DNM2	10828728	NEU	0.013242
chr19	10932370	10932983	genic|chr19:10932370-10932983	TMED1	10946983	NEU	0.019440
chr19	10939670	10940170	genic|chr19:10939670-10940170	TMED1	10946983	NEU	0.020573
chr19	10974845	10975520	genic|chr19:10974845-10975520	CARM1	10982252	NEU	0.025423
chr19	10991505	10992902	genic|chr19:10991505-10992902	CARM1	10982252	NEU	0.014831
chr19	11047256	11047756	intergenic|chr19:11047256-11047756	YIPF2	11039343	NEU	0.036283
chr19	11047256	11047756	intergenic|chr19:11047256-11047756	TIMM29	11039423	NEU	0.036283
chr19	11070791	11072449	intergenic|chr19:11070791-11072449	MUC16	9092018	NEU	0.014829
chr19	11070791	11072449	intergenic|chr19:11070791-11072449	TMED1	10946983	NEU	0.012611
chr19	11070791	11072449	intergenic|chr19:11070791-11072449	CARM1	10982252	NEU	0.012329
chr19	11070791	11072449	intergenic|chr19:11070791-11072449	SMARCA4	11094827	NEU	0.015896
chr19	11070791	11072449	intergenic|chr19:11070791-11072449	LDLR	11200037	NEU	0.016403
chr19	11070791	11072449	intergenic|chr19:11070791-11072449	SPC24	11266488	NEU	0.016618
chr19	11070791	11072449	intergenic|chr19:11070791-11072449	DOCK6	11373168	NEU	0.015066
chr19	11070791	11072449	intergenic|chr19:11070791-11072449	ELAVL3	11591803	NEU	0.013694
chr19	11070791	11072449	intergenic|chr19:11070791-11072449	ZNF433	12146556	NEU	0.025777
chr19	11253003	11254308	intergenic|chr19:11253003-11254308	SPC24	11266488	NEU	0.052959
chr19	11307489	11308830	intergenic|chr19:11307489-11308830	KANK2	11305266	NEU	0.098275
chr19	11307489	11308830	intergenic|chr19:11307489-11308830	LOC105372273	11314303	NEU	0.092087
chr19	11319355	11320134	genic|chr19:11319355-11320134	KANK2	11305266	NEU	0.019915
chr19	11319355	11320134	genic|chr19:11319355-11320134	LOC105372273	11314303	NEU	0.020076
chr19	11320846	11321346	genic|chr19:11320846-11321346	LOC105372273	11314303	NEU	0.019221
chr19	11471600	11473072	genic|chr19:11471600-11473072	PLPPR2	11466061	NEU	0.036992
chr19	11491199	11492855	genic|chr19:11491199-11492855	SMARCA4	11094827	NEU	0.014984
chr19	11491199	11492855	genic|chr19:11491199-11492855	LDLR	11200037	NEU	0.015313
chr19	11491199	11492855	genic|chr19:11491199-11492855	LOC105372273	11314303	NEU	0.012092
chr19	11491199	11492855	genic|chr19:11491199-11492855	DOCK6	11373168	NEU	0.014162
chr19	11491199	11492855	genic|chr19:11491199-11492855	RAB3D	11450344	NEU	0.019459
chr19	11491199	11492855	genic|chr19:11491199-11492855	TMEM205	11456981	NEU	0.019456
chr19	11491199	11492855	genic|chr19:11491199-11492855	CCDC159	11457180	NEU	0.019456
chr19	11491199	11492855	genic|chr19:11491199-11492855	RGL3	11530018	NEU	0.014257
chr19	11491199	11492855	genic|chr19:11491199-11492855	ELAVL3	11591803	NEU	0.012898
chr19	11491199	11492855	genic|chr19:11491199-11492855	CNN1	11649531	NEU	0.012811
chr19	11491199	11492855	genic|chr19:11491199-11492855	ELOF1	11670051	NEU	0.014267
chr19	11491199	11492855	genic|chr19:11491199-11492855	ZNF440	11925106	NEU	0.013534
chr19	11491199	11492855	genic|chr19:11491199-11492855	ZNF433	12146556	NEU	0.015274
chr19	11531649	11533360	genic|chr19:11531649-11533360	RGL3	11530018	NEU	0.021458
chr19	11531649	11533360	genic|chr19:11531649-11533360	CCDC151	11545980	NEU	0.020446
chr19	11531649	11533360	genic|chr19:11531649-11533360	PRKCSH	11546077	NEU	0.020446
chr19	11590101	11590728	genic|chr19:11590101-11590728	ELAVL3	11591803	NEU	0.032829
chr19	11592439	11593831	intergenic|chr19:11592439-11593831	ELAVL3	11591803	NEU	0.054768
chr19	11607094	11607594	genic|chr19:11607094-11607594	ZNF653	11616738	NEU	0.013736
chr19	11641158	11641658	intergenic|chr19:11641158-11641658	ECSIT	11639987	NEU	0.017597
chr19	11641158	11641658	intergenic|chr19:11641158-11641658	CNN1	11649531	NEU	0.028458
chr19	11646499	11647231	intergenic|chr19:11646499-11647231	ECSIT	11639987	NEU	0.034887
chr19	11646499	11647231	intergenic|chr19:11646499-11647231	CNN1	11649531	NEU	0.056417
chr19	11662621	11663203	intergenic|chr19:11662621-11663203	ELOF1	11670051	NEU	0.027377
chr19	11671119	11671788	intergenic|chr19:11671119-11671788	ELOF1	11670051	NEU	0.040733
chr19	11671119	11671788	intergenic|chr19:11671119-11671788	ACP5	11689823	NEU	0.013504
chr19	11680802	11681302	intergenic|chr19:11680802-11681302	ACP5	11689823	NEU	0.017029
chr19	11698372	11699019	intergenic|chr19:11698372-11699019	ACP5	11689823	NEU	0.029970
chr19	11922884	11923384	intergenic|chr19:11922884-11923384	ZNF440	11925106	NEU	0.018464
chr19	11991802	11992463	intergenic|chr19:11991802-11992463	ZNF69	11998598	NEU	0.019006
chr19	12000501	12001136	genic|chr19:12000501-12001136	ZNF69	11998598	NEU	0.037682
chr19	12170095	12170821	intergenic|chr19:12170095-12170821	ZNF844	12175513	NEU	0.024685
chr19	12787087	12787587	genic|chr19:12787087-12787587	WDR83OS	12780465	NEU	0.013907
chr19	12813524	12814280	genic|chr19:12813524-12814280	FBXW9	12807455	NEU	0.015943
chr19	12834497	12835455	intergenic|chr19:12834497-12835455	TNPO2	12833105	NEU	0.030789
chr19	12834497	12835455	intergenic|chr19:12834497-12835455	C19orf43	12845589	NEU	0.015653
chr19	12834497	12835455	intergenic|chr19:12834497-12835455	ASNA1	12848272	NEU	0.015654
chr19	12880027	12881260	genic|chr19:12880027-12881260	HOOK2	12886434	NEU	0.032659
chr19	12888111	12889502	intergenic|chr19:12888111-12889502	HOOK2	12886434	NEU	0.039131
chr19	12893080	12894561	intergenic|chr19:12893080-12894561	HOOK2	12886434	NEU	0.047010
chr19	12893080	12894561	intergenic|chr19:12893080-12894561	JUNB	12902309	NEU	0.061272
chr19	12900081	12900581	intergenic|chr19:12900081-12900581	JUNB	12902309	NEU	0.025134
chr19	12900606	12901703	intergenic|chr19:12900606-12901703	JUNB	12902309	NEU	0.064595
chr19	12903209	12903847	genic|chr19:12903209-12903847	JUNB	12902309	NEU	0.022575
chr19	12904178	12904678	intergenic|chr19:12904178-12904678	JUNB	12902309	NEU	0.041430
chr19	12907073	12907782	genic|chr19:12907073-12907782	JUNB	12902309	NEU	0.033251
chr19	12936007	12937043	genic|chr19:12936007-12937043	RTBDN	12941489	NEU	0.012841
chr19	12936007	12937043	genic|chr19:12936007-12937043	MAST1	12949258	NEU	0.012827
chr19	12943149	12944008	intergenic|chr19:12943149-12944008	RTBDN	12941489	NEU	0.025448
chr19	12943149	12944008	intergenic|chr19:12943149-12944008	MAST1	12949258	NEU	0.025421
chr19	12944098	12945241	intergenic|chr19:12944098-12945241	RTBDN	12941489	NEU	0.030446
chr19	12944098	12945241	intergenic|chr19:12944098-12945241	MAST1	12949258	NEU	0.030414
chr19	12947041	12947541	intergenic|chr19:12947041-12947541	RTBDN	12941489	NEU	0.022777
chr19	12947041	12947541	intergenic|chr19:12947041-12947541	MAST1	12949258	NEU	0.022752
chr19	12951004	12952401	genic|chr19:12951004-12952401	HOOK2	12886434	NEU	0.012184
chr19	12951004	12952401	genic|chr19:12951004-12952401	RTBDN	12941489	NEU	0.086618
chr19	12951004	12952401	genic|chr19:12951004-12952401	MAST1	12949258	NEU	0.086526
chr19	12958093	12959214	genic|chr19:12958093-12959214	RTBDN	12941489	NEU	0.037363
chr19	12958093	12959214	genic|chr19:12958093-12959214	MAST1	12949258	NEU	0.037323
chr19	13023253	13025060	genic|chr19:13023253-13025060	SYCE2	13030086	NEU	0.015730
chr19	13049962	13050462	genic|chr19:13049962-13050462	RAD23A	13056627	NEU	0.031337
chr19	13049962	13050462	genic|chr19:13049962-13050462	GADD45GIP1	13068068	NEU	0.031624
chr19	13075666	13076859	intergenic|chr19:13075666-13076859	GADD45GIP1	13068068	NEU	0.012852
chr19	13094102	13094792	intergenic|chr19:13094102-13094792	NFIX	13106583	NEU	0.020955
chr19	13107272	13107996	genic|chr19:13107272-13107996	NFIX	13106583	NEU	0.017978
chr19	13204253	13205021	genic|chr19:13204253-13205021	LYL1	13213974	NEU	0.017283
chr19	13205561	13207689	genic|chr19:13205561-13207689	LYL1	13213974	NEU	0.025057
chr19	13262254	13264327	genic|chr19:13262254-13264327	ZNF625	12267546	NEU	0.013645
chr19	13262254	13264327	genic|chr19:13262254-13264327	ZNF136	12273861	NEU	0.012602
chr19	13262254	13264327	genic|chr19:13262254-13264327	LOC100289333	12305829	NEU	0.013662
chr19	13262254	13264327	genic|chr19:13262254-13264327	ZNF44	12405714	NEU	0.012967
chr19	13262254	13264327	genic|chr19:13262254-13264327	ZNF799	12512088	NEU	0.013466
chr19	13262254	13264327	genic|chr19:13262254-13264327	ZNF709	12595632	NEU	0.012864
chr19	13262254	13264327	genic|chr19:13262254-13264327	ZNF564	12662356	NEU	0.012478
chr19	13262254	13264327	genic|chr19:13262254-13264327	DHPS	12792701	NEU	0.014660
chr19	13262254	13264327	genic|chr19:13262254-13264327	C19orf43	12845589	NEU	0.020806
chr19	13262254	13264327	genic|chr19:13262254-13264327	ASNA1	12848272	NEU	0.020808
chr19	13262254	13264327	genic|chr19:13262254-13264327	GCDH	13001942	NEU	0.012899
chr19	13262254	13264327	genic|chr19:13262254-13264327	RAD23A	13056627	NEU	0.016006
chr19	13262254	13264327	genic|chr19:13262254-13264327	NFIX	13106583	NEU	0.012429
chr19	13262254	13264327	genic|chr19:13262254-13264327	LYL1	13213974	NEU	0.049928
chr19	13262254	13264327	genic|chr19:13262254-13264327	TRMT1	13227463	NEU	0.032476
chr19	13262254	13264327	genic|chr19:13262254-13264327	NACC1	13229101	NEU	0.032459
chr19	13262254	13264327	genic|chr19:13262254-13264327	CACNA1A	13617274	NEU	0.022243
chr19	13262254	13264327	genic|chr19:13262254-13264327	CCDC130	13842573	NEU	0.012581
chr19	13262254	13264327	genic|chr19:13262254-13264327	MRI1	13875327	NEU	0.012288
chr19	13262254	13264327	genic|chr19:13262254-13264327	C19orf53	13885256	NEU	0.012833
chr19	13262254	13264327	genic|chr19:13262254-13264327	ZSWIM4	13906273	NEU	0.022479
chr19	13262254	13264327	genic|chr19:13262254-13264327	IL27RA	14142551	NEU	0.027581
chr19	13262254	13264327	genic|chr19:13262254-13264327	PALM3	14169971	NEU	0.012286
chr19	13262254	13264327	genic|chr19:13262254-13264327	RPL18A	17970686	NEU	0.014737
chr19	13265564	13266768	genic|chr19:13265564-13266768	LYL1	13213974	NEU	0.012730
chr19	13273380	13275941	intergenic|chr19:13273380-13275941	ELAVL3	11591803	NEU	0.019017
chr19	13273380	13275941	intergenic|chr19:13273380-13275941	ZNF625	12267546	NEU	0.012449
chr19	13273380	13275941	intergenic|chr19:13273380-13275941	LOC100289333	12305829	NEU	0.012543
chr19	13273380	13275941	intergenic|chr19:13273380-13275941	ZNF799	12512088	NEU	0.012362
chr19	13273380	13275941	intergenic|chr19:13273380-13275941	TNPO2	12833105	NEU	0.023272
chr19	13273380	13275941	intergenic|chr19:13273380-13275941	C19orf43	12845589	NEU	0.022295
chr19	13273380	13275941	intergenic|chr19:13273380-13275941	ASNA1	12848272	NEU	0.022296
chr19	13273380	13275941	intergenic|chr19:13273380-13275941	FARSA	13044558	NEU	0.052310
chr19	13273380	13275941	intergenic|chr19:13273380-13275941	CALR	13049413	NEU	0.052299
chr19	13273380	13275941	intergenic|chr19:13273380-13275941	RAD23A	13056627	NEU	0.026762
chr19	13273380	13275941	intergenic|chr19:13273380-13275941	TRMT1	13227463	NEU	0.023745
chr19	13273380	13275941	intergenic|chr19:13273380-13275941	NACC1	13229101	NEU	0.023732
chr19	13273380	13275941	intergenic|chr19:13273380-13275941	IL27RA	14142551	NEU	0.012274
chr19	13273380	13275941	intergenic|chr19:13273380-13275941	PALM3	14169971	NEU	0.024091
chr19	13273380	13275941	intergenic|chr19:13273380-13275941	SYDE1	15218174	NEU	0.021649
chr19	13273380	13275941	intergenic|chr19:13273380-13275941	AKAP8L	15529932	NEU	0.021387
chr19	13273380	13275941	intergenic|chr19:13273380-13275941	BST2	17516457	NEU	0.017700
chr19	13273380	13275941	intergenic|chr19:13273380-13275941	BISPR	17516494	NEU	0.017700
chr19	13858324	13859587	genic|chr19:13858324-13859587	CCDC130	13842573	NEU	0.039726
chr19	13892270	13892867	intergenic|chr19:13892270-13892867	ZSWIM4	13906273	NEU	0.028291
chr19	13895676	13896440	intergenic|chr19:13895676-13896440	ZSWIM4	13906273	NEU	0.026045
chr19	13944051	13945101	intergenic|chr19:13944051-13945101	LOC284454	13947103	NEU	0.066010
chr19	13950295	13950921	intergenic|chr19:13950295-13950921	LOC284454	13947103	NEU	0.025579
chr19	13953175	13954054	intergenic|chr19:13953175-13954054	LOC284454	13947103	NEU	0.043620
chr19	13957255	13959156	intergenic|chr19:13957255-13959156	ZNF69	11998598	NEU	0.012088
chr19	13957255	13959156	intergenic|chr19:13957255-13959156	LOC284454	13947103	NEU	0.287196
chr19	13957255	13959156	intergenic|chr19:13957255-13959156	GIPC1	14606961	NEU	0.015820
chr19	14073000	14074675	genic|chr19:14073000-14074675	DCAF15	14063285	NEU	0.046375
chr19	14153300	14154420	genic|chr19:14153300-14154420	PALM3	14169971	NEU	0.025082
chr19	14159306	14159806	genic|chr19:14159306-14159806	PALM3	14169971	NEU	0.012395
chr19	14167677	14168809	genic|chr19:14167677-14168809	PALM3	14169971	NEU	0.054551
chr19	14191705	14193175	genic|chr19:14191705-14193175	C19orf67	14196607	NEU	0.129376
chr19	14191705	14193175	genic|chr19:14191705-14193175	SAMD1	14201387	NEU	0.125646
chr19	14250454	14251126	genic|chr19:14250454-14251126	ASF1B	14247440	NEU	0.013130
chr19	14250454	14251126	genic|chr19:14250454-14251126	LOC100507373	14247963	NEU	0.013131
chr19	14258460	14259788	genic|chr19:14258460-14259788	ASF1B	14247440	NEU	0.018869
chr19	14258460	14259788	genic|chr19:14258460-14259788	LOC100507373	14247963	NEU	0.018869
chr19	14306782	14307282	genic|chr19:14306782-14307282	ADGRL1	14316997	NEU	0.019777
chr19	14315422	14315922	genic|chr19:14315422-14315922	ADGRL1	14316997	NEU	0.023256
chr19	14516161	14517740	genic|chr19:14516161-14517740	ZSWIM4	13906273	NEU	0.017417
chr19	14542534	14543150	intergenic|chr19:14542534-14543150	DDX39A	14530195	NEU	0.023767
chr19	14542534	14543150	intergenic|chr19:14542534-14543150	PKN1	14544165	NEU	0.023675
chr19	14590516	14591295	genic|chr19:14590516-14591295	GIPC1	14606961	NEU	0.033478
chr19	14616065	14617459	intergenic|chr19:14616065-14617459	DNAJB1	14629371	NEU	0.015983
chr19	14647221	14648530	genic|chr19:14647221-14648530	TECR	14640378	NEU	0.095258
chr19	15202597	15203276	intergenic|chr19:15202597-15203276	SYDE1	15218174	NEU	0.021113
chr19	15218935	15219435	genic|chr19:15218935-15219435	SYDE1	15218174	NEU	0.014294
chr19	15305972	15307162	genic|chr19:15305972-15307162	NOTCH3	15311792	NEU	0.107959
chr19	15333380	15335130	intergenic|chr19:15333380-15335130	C19orf53	13885256	NEU	0.014638
chr19	15333380	15335130	intergenic|chr19:15333380-15335130	ZNF333	14800869	NEU	0.018576
chr19	15333380	15335130	intergenic|chr19:15333380-15335130	SLC1A6	15090547	NEU	0.018882
chr19	15333380	15335130	intergenic|chr19:15333380-15335130	EPHX3	15343231	NEU	0.033848
chr19	15333380	15335130	intergenic|chr19:15333380-15335130	BRD4	15391262	NEU	0.014589
chr19	15333380	15335130	intergenic|chr19:15333380-15335130	WIZ	15560762	NEU	0.015344
chr19	15333380	15335130	intergenic|chr19:15333380-15335130	C19orf44	16607121	NEU	0.018350
chr19	15333380	15335130	intergenic|chr19:15333380-15335130	BST2	17516457	NEU	0.012079
chr19	15333380	15335130	intergenic|chr19:15333380-15335130	BISPR	17516494	NEU	0.012079
chr19	15390114	15390717	genic|chr19:15390114-15390717	BRD4	15391262	NEU	0.015187
chr19	15442453	15443669	intergenic|chr19:15442453-15443669	RASAL3	15575392	NEU	0.016588
chr19	15562768	15564406	intergenic|chr19:15562768-15564406	WIZ	15560762	NEU	0.076582
chr19	15562768	15564406	intergenic|chr19:15562768-15564406	RASAL3	15575392	NEU	0.026421
chr19	15666498	15667612	intergenic|chr19:15666498-15667612	AKAP8L	15529932	NEU	0.013766
chr19	16172594	16173094	intergenic|chr19:16172594-16173094	TPM4	16187134	NEU	0.012809
chr19	16173457	16173957	intergenic|chr19:16173457-16173957	TPM4	16187134	NEU	0.014361
chr19	16188718	16190513	genic|chr19:16188718-16190513	TPM4	16187134	NEU	0.109087
chr19	16552395	16553983	genic|chr19:16552395-16553983	SLC35E1	16683193	NEU	0.012257
chr19	16695013	16695793	genic|chr19:16695013-16695793	SLC35E1	16683193	NEU	0.021564
chr19	16737806	16738399	genic|chr19:16737806-16738399	MED26	16739015	NEU	0.026506
chr19	16844360	16845074	genic|chr19:16844360-16845074	NWD1	16830786	NEU	0.130036
chr19	16844360	16845074	genic|chr19:16844360-16845074	F2RL3	16999670	NEU	0.013967
chr19	16845236	16845736	genic|chr19:16845236-16845736	NWD1	16830786	NEU	0.029218
chr19	17006625	17008993	genic|chr19:17006625-17008993	SIN3B	16940197	NEU	0.013625
chr19	17006625	17008993	genic|chr19:17006625-17008993	F2RL3	16999670	NEU	0.124679
chr19	17190474	17190974	genic|chr19:17190474-17190974	HAUS8	17186343	NEU	0.013091
chr19	17190474	17190974	genic|chr19:17190474-17190974	MYO9B	17186590	NEU	0.013091
chr19	17316014	17316514	genic|chr19:17316014-17316514	USE1	17326154	NEU	0.031819
chr19	17320305	17321102	genic|chr19:17320305-17321102	USE1	17326154	NEU	0.058498
chr19	17345554	17347743	genic|chr19:17345554-17347743	USE1	17326154	NEU	0.015149
chr19	17345554	17347743	genic|chr19:17345554-17347743	OCEL1	17337012	NEU	0.055825
chr19	17345554	17347743	genic|chr19:17345554-17347743	NR2F6	17356151	NEU	0.019078
chr19	17370094	17370974	genic|chr19:17370094-17370974	BABAM1	17378184	NEU	0.028026
chr19	17371417	17372262	genic|chr19:17371417-17372262	BABAM1	17378184	NEU	0.037575
chr19	17402990	17404013	genic|chr19:17402990-17404013	HAUS8	17186343	NEU	0.012944
chr19	17402990	17404013	genic|chr19:17402990-17404013	MYO9B	17186590	NEU	0.012944
chr19	17402990	17404013	genic|chr19:17402990-17404013	NR2F6	17356151	NEU	0.012350
chr19	17402990	17404013	genic|chr19:17402990-17404013	ABHD8	17414282	NEU	0.041720
chr19	17402990	17404013	genic|chr19:17402990-17404013	MRPL34	17416476	NEU	0.041715
chr19	17433040	17433540	genic|chr19:17433040-17433540	DDA1	17420336	NEU	0.023458
chr19	17438364	17440133	genic|chr19:17438364-17440133	DDA1	17420336	NEU	0.149726
chr19	17438364	17440133	genic|chr19:17438364-17440133	ANO8	17445638	NEU	0.050189
chr19	17438364	17440133	genic|chr19:17438364-17440133	GTPBP3	17448325	NEU	0.050184
chr19	17443332	17443832	genic|chr19:17443332-17443832	ANO8	17445638	NEU	0.020915
chr19	17443332	17443832	genic|chr19:17443332-17443832	GTPBP3	17448325	NEU	0.020913
chr19	17450998	17452073	genic|chr19:17450998-17452073	ANO8	17445638	NEU	0.046158
chr19	17450998	17452073	genic|chr19:17450998-17452073	GTPBP3	17448325	NEU	0.046154
chr19	17456920	17457590	intergenic|chr19:17456920-17457590	ANO8	17445638	NEU	0.017531
chr19	17456920	17457590	intergenic|chr19:17456920-17457590	GTPBP3	17448325	NEU	0.017529
chr19	17459430	17460097	intergenic|chr19:17459430-17460097	ANO8	17445638	NEU	0.017722
chr19	17459430	17460097	intergenic|chr19:17459430-17460097	GTPBP3	17448325	NEU	0.017720
chr19	17501059	17502717	intergenic|chr19:17501059-17502717	BST2	17516457	NEU	0.062769
chr19	17501059	17502717	intergenic|chr19:17501059-17502717	BISPR	17516494	NEU	0.062769
chr19	17513627	17515406	genic|chr19:17513627-17515406	BST2	17516457	NEU	0.092811
chr19	17513627	17515406	genic|chr19:17513627-17515406	BISPR	17516494	NEU	0.092811
chr19	17513627	17515406	genic|chr19:17513627-17515406	SLC27A1	17581252	NEU	0.012065
chr19	17513627	17515406	genic|chr19:17513627-17515406	UNC13A	17799008	NEU	0.012281
chr19	17531155	17531876	genic|chr19:17531155-17531876	MVB12A	17530655	NEU	0.033921
chr19	17535495	17536206	genic|chr19:17535495-17536206	MVB12A	17530655	NEU	0.047847
chr19	17649672	17651097	genic|chr19:17649672-17651097	COLGALT1	17666402	NEU	0.052043
chr19	17670210	17670710	genic|chr19:17670210-17670710	COLGALT1	17666402	NEU	0.015597
chr19	17716155	17717656	genic|chr19:17716155-17717656	BABAM1	17378184	NEU	0.013230
chr19	17819876	17820376	intergenic|chr19:17819876-17820376	MAP1S	17830260	NEU	0.015425
chr19	17831176	17831676	genic|chr19:17831176-17831676	MAP1S	17830260	NEU	0.020308
chr19	17857932	17859214	intergenic|chr19:17857932-17859214	FCHO1	17862285	NEU	0.061501
chr19	17864723	17865223	genic|chr19:17864723-17865223	FCHO1	17862285	NEU	0.016466
chr19	17866428	17867169	genic|chr19:17866428-17867169	FCHO1	17862285	NEU	0.061928
chr19	17873003	17874061	genic|chr19:17873003-17874061	FCHO1	17862285	NEU	0.012776
chr19	17888941	17890889	genic|chr19:17888941-17890889	FCHO1	17862285	NEU	0.015420
chr19	17894941	17895616	genic|chr19:17894941-17895616	B3GNT3	17905918	NEU	0.056195
chr19	17940820	17942415	genic|chr19:17940820-17942415	JAK3	17958841	NEU	0.027184
chr19	17951981	17953546	genic|chr19:17951981-17953546	JAK3	17958841	NEU	0.056526
chr19	17966315	17966815	intergenic|chr19:17966315-17966815	JAK3	17958841	NEU	0.015127
chr19	17966315	17966815	intergenic|chr19:17966315-17966815	RPL18A	17970686	NEU	0.012959
chr19	18058163	18059730	intergenic|chr19:18058163-18059730	KCNN1	18062110	NEU	0.098321
chr19	18059733	18060233	intergenic|chr19:18059733-18060233	KCNN1	18062110	NEU	0.012149
chr19	18060928	18061428	intergenic|chr19:18060928-18061428	KCNN1	18062110	NEU	0.013506
chr19	18077448	18078527	genic|chr19:18077448-18078527	KCNN1	18062110	NEU	0.012168
chr19	18107374	18108259	genic|chr19:18107374-18108259	ARRDC2	18118976	NEU	0.038414
chr19	18108911	18109411	genic|chr19:18108911-18109411	ARRDC2	18118976	NEU	0.015603
chr19	18111605	18112328	intergenic|chr19:18111605-18112328	ARRDC2	18118976	NEU	0.031233
chr19	18123855	18124922	genic|chr19:18123855-18124922	ARRDC2	18118976	NEU	0.029967
chr19	18211291	18212063	genic|chr19:18211291-18212063	MAST3	18208602	NEU	0.013382
chr19	18214848	18215807	genic|chr19:18214848-18215807	MAST3	18208602	NEU	0.030318
chr19	18271679	18272545	genic|chr19:18271679-18272545	IFI30	18284589	NEU	0.088503
chr19	18278905	18279405	genic|chr19:18278905-18279405	IFI30	18284589	NEU	0.032131
chr19	18302699	18303199	intergenic|chr19:18302699-18303199	MPV17L2	18304039	NEU	0.013238
chr19	18302699	18303199	intergenic|chr19:18302699-18303199	LOC102725254	18315539	NEU	0.013019
chr19	18343361	18344743	genic|chr19:18343361-18344743	PDE4C	18359010	NEU	0.078830
chr19	18350012	18350609	genic|chr19:18350012-18350609	PDE4C	18359010	NEU	0.015772
chr19	18362340	18363050	genic|chr19:18362340-18363050	PDE4C	18359010	NEU	0.023878
chr19	18390288	18391672	genic|chr19:18390288-18391672	ARRDC2	18118976	NEU	0.017323
chr19	18390288	18391672	genic|chr19:18390288-18391672	MAST3	18208602	NEU	0.014750
chr19	18390288	18391672	genic|chr19:18390288-18391672	PDE4C	18359010	NEU	0.014480
chr19	18390288	18391672	genic|chr19:18390288-18391672	LSM4	18434001	NEU	0.036082
chr19	18390288	18391672	genic|chr19:18390288-18391672	UBA52	18682611	NEU	0.014404
chr19	18390288	18391672	genic|chr19:18390288-18391672	COMP	18902114	NEU	0.012237
chr19	18390288	18391672	genic|chr19:18390288-18391672	SUGP2	19144380	NEU	0.015867
chr19	18390288	18391672	genic|chr19:18390288-18391672	ARMC6	19144386	NEU	0.015867
chr19	18402017	18403997	intergenic|chr19:18402017-18403997	NWD1	16830786	NEU	0.012775
chr19	18402017	18403997	intergenic|chr19:18402017-18403997	OCEL1	17337012	NEU	0.014757
chr19	18402017	18403997	intergenic|chr19:18402017-18403997	ABHD8	17414282	NEU	0.013378
chr19	18402017	18403997	intergenic|chr19:18402017-18403997	MRPL34	17416476	NEU	0.013377
chr19	18402017	18403997	intergenic|chr19:18402017-18403997	B3GNT3	17905918	NEU	0.014249
chr19	18402017	18403997	intergenic|chr19:18402017-18403997	KCNN1	18062110	NEU	0.014439
chr19	18402017	18403997	intergenic|chr19:18402017-18403997	LOC102725254	18315539	NEU	0.012742
chr19	18402017	18403997	intergenic|chr19:18402017-18403997	LSM4	18434001	NEU	0.012478
chr19	18402017	18403997	intergenic|chr19:18402017-18403997	PGPEP1	18451396	NEU	0.015830
chr19	18402017	18403997	intergenic|chr19:18402017-18403997	SSBP4	18530145	NEU	0.015246
chr19	18439078	18440164	intergenic|chr19:18439078-18440164	LSM4	18434001	NEU	0.037660
chr19	18455338	18455838	genic|chr19:18455338-18455838	PGPEP1	18451396	NEU	0.019650
chr19	18485069	18485569	intergenic|chr19:18485069-18485569	GDF15	18496769	NEU	0.030831
chr19	18498927	18499757	genic|chr19:18498927-18499757	GDF15	18496769	NEU	0.059583
chr19	18526949	18528744	intergenic|chr19:18526949-18528744	SSBP4	18530145	NEU	0.033515
chr19	18526949	18528744	intergenic|chr19:18526949-18528744	ISYNA1	18549111	NEU	0.016153
chr19	18526949	18528744	intergenic|chr19:18526949-18528744	CRTC1	18794424	NEU	0.018654
chr19	18539419	18540393	genic|chr19:18539419-18540393	JAK3	17958841	NEU	0.013018
chr19	18539419	18540393	genic|chr19:18539419-18540393	KCNN1	18062110	NEU	0.012240
chr19	18539419	18540393	genic|chr19:18539419-18540393	PGPEP1	18451396	NEU	0.013449
