chr	start	end	name	TargetGene	TargetGeneTSS	CellType	ABC.Score
chr19	6516818	6517318	intergenic|chr19:6516818-6517318	TUBB4A	6502595		0.023469
chr19	7098716	7099867	intergenic|chr19:7098716-7099867	ZNF557	7069470		0.022965
chr19	7197031	7198753	genic|chr19:7197031-7198753	INSR	7294313		0.066488
chr19	7565570	7566316	genic|chr19:7565570-7566316	PEX11G	7553924		0.028549
chr19	7565570	7566316	genic|chr19:7565570-7566316	ZNF358	7581003		0.048330
chr19	7565570	7566316	genic|chr19:7565570-7566316	PNPLA6	7599037		0.020571
chr19	7615716	7616670	genic|chr19:7615716-7616670	MCOLN1	7587495		0.026752
chr19	7615716	7616670	genic|chr19:7615716-7616670	PNPLA6	7599037		0.040089
chr19	7723182	7723682	intergenic|chr19:7723182-7723682	PCP2	7698634		0.024276
chr19	7729426	7730994	intergenic|chr19:7729426-7730994	PCP2	7698634		0.030431
chr19	7729426	7730994	intergenic|chr19:7729426-7730994	TRAPPC5	7745706		0.041567
chr19	7738880	7739678	intergenic|chr19:7738880-7739678	TRAPPC5	7745706		0.030935
chr19	7744152	7744652	genic|chr19:7744152-7744652	TRAPPC5	7745706		0.020482
chr19	7746496	7747220	genic|chr19:7746496-7747220	TRAPPC5	7745706		0.055583
chr19	7898183	7898886	genic|chr19:7898183-7898886	EVI5L	7895160		0.040369
chr19	7901210	7901710	genic|chr19:7901210-7901710	EVI5L	7895160		0.027035
chr19	7925751	7926399	genic|chr19:7925751-7926399	EVI5L	7895160		0.035741
chr19	7925751	7926399	genic|chr19:7925751-7926399	PRR36	7939326		0.070978
chr19	7925751	7926399	genic|chr19:7925751-7926399	SNAPC2	7985193		0.020571
chr19	7933962	7935967	genic|chr19:7933962-7935967	PRR36	7939326		0.131951
chr19	7933962	7935967	genic|chr19:7933962-7935967	MAP2K7	7968664		0.023537
chr19	7936184	7937235	genic|chr19:7936184-7937235	PRR36	7939326		0.076904
chr19	7990028	7990528	genic|chr19:7990028-7990528	SNAPC2	7985193		0.024741
chr19	7990028	7990528	genic|chr19:7990028-7990528	CTXN1	7991051		0.037862
chr19	8003865	8004365	genic|chr19:8003865-8004365	TIMM44	8008708		0.020485
chr19	8016210	8017356	intergenic|chr19:8016210-8017356	TIMM44	8008708		0.022184
chr19	8034226	8034865	genic|chr19:8034226-8034865	ELAVL1	8070529		0.021870
chr19	8059761	8061000	genic|chr19:8059761-8061000	ELAVL1	8070529		0.023021
chr19	8219689	8220189	intergenic|chr19:8219689-8220189	FBN3	8214730		0.038080
chr19	8426579	8427323	intergenic|chr19:8426579-8427323	ANGPTL4	8429010		0.069662
chr19	8432089	8432754	genic|chr19:8432089-8432754	ANGPTL4	8429010		0.063834
chr19	8499133	8499708	genic|chr19:8499133-8499708	HNRNPM	8509802		0.034786
chr19	8570478	8571904	intergenic|chr19:8570478-8571904	ZNF414	8579048		0.056586
chr19	8589964	8591542	genic|chr19:8589964-8591542	CD320	8373240		0.025207
chr19	8589964	8591542	genic|chr19:8589964-8591542	ANGPTL4	8429010		0.021348
chr19	8589964	8591542	genic|chr19:8589964-8591542	RAB11B	8455204		0.022355
chr19	8589964	8591542	genic|chr19:8589964-8591542	RAB11B-AS1	8455575		0.022354
chr19	8589964	8591542	genic|chr19:8589964-8591542	MARCH2	8478186		0.036729
chr19	8589964	8591542	genic|chr19:8589964-8591542	HNRNPM	8509802		0.038845
chr19	8589964	8591542	genic|chr19:8589964-8591542	ZNF414	8579048		0.089446
chr19	8589964	8591542	genic|chr19:8589964-8591542	ADAMTS10	8675620		0.025689
chr19	8589964	8591542	genic|chr19:8589964-8591542	ZNF426	9649321		0.023918
chr19	8589964	8591542	genic|chr19:8589964-8591542	LOC101928238	9649341		0.023917
chr19	8656706	8658123	genic|chr19:8656706-8658123	ADAMTS10	8675620		0.029360
chr19	9895573	9897092	intergenic|chr19:9895573-9897092	ZNF699	9420390		0.020138
chr19	9895573	9897092	intergenic|chr19:9895573-9897092	ZNF121	9695209		0.024857
chr19	9895573	9897092	intergenic|chr19:9895573-9897092	ZNF561	9731916		0.039617
chr19	9895573	9897092	intergenic|chr19:9895573-9897092	ZNF561-AS1	9732157		0.039616
chr19	9895573	9897092	intergenic|chr19:9895573-9897092	ZNF562	9785776		0.028442
chr19	9895573	9897092	intergenic|chr19:9895573-9897092	ZNF846	9879410		0.052400
chr19	9895573	9897092	intergenic|chr19:9895573-9897092	FBXL12	9929779		0.034068
chr19	9902223	9904214	intergenic|chr19:9902223-9904214	ZNF317	9251055		0.024491
chr19	9902223	9904214	intergenic|chr19:9902223-9904214	ZNF121	9695209		0.055896
chr19	9902223	9904214	intergenic|chr19:9902223-9904214	ZNF561	9731916		0.052937
chr19	9902223	9904214	intergenic|chr19:9902223-9904214	ZNF561-AS1	9732157		0.052937
chr19	9902223	9904214	intergenic|chr19:9902223-9904214	ZNF562	9785776		0.034821
chr19	9902223	9904214	intergenic|chr19:9902223-9904214	ZNF846	9879410		0.049506
chr19	9902223	9904214	intergenic|chr19:9902223-9904214	FBXL12	9929779		0.037697
chr19	9902223	9904214	intergenic|chr19:9902223-9904214	UBL5	9938567		0.026320
chr19	9979327	9980030	genic|chr19:9979327-9980030	PIN1	9945882		0.020137
chr19	9995748	9996323	genic|chr19:9995748-9996323	PIN1	9945882		0.029741
chr19	10000184	10000747	genic|chr19:10000184-10000747	UBL5	9938567		0.020869
chr19	10041479	10041979	genic|chr19:10041479-10041979	OLFM2	10047228		0.030871
chr19	10044890	10045390	genic|chr19:10044890-10045390	OLFM2	10047228		0.060132
chr19	10056114	10056771	intergenic|chr19:10056114-10056771	OLFM2	10047228		0.026062
chr19	10064315	10064989	intergenic|chr19:10064315-10064989	OLFM2	10047228		0.026586
chr19	10206525	10207694	genic|chr19:10206525-10207694	C19orf66	10196794		0.073525
chr19	10206525	10207694	genic|chr19:10206525-10207694	PPAN-P2RY11	10216898		0.058630
chr19	10206525	10207694	genic|chr19:10206525-10207694	PPAN	10216898		0.058630
chr19	10206525	10207694	genic|chr19:10206525-10207694	P2RY11	10222196		0.028054
chr19	10242019	10242519	intergenic|chr19:10242019-10242519	EIF3G	10230600		0.021410
chr19	10340327	10341094	genic|chr19:10340327-10341094	S1PR2	10341948		0.034954
chr19	10369496	10370114	genic|chr19:10369496-10370114	MRPL4	10362639		0.025417
chr19	10499479	10499979	intergenic|chr19:10499479-10499979	TYK2	10491248		0.031258
chr19	10564431	10565591	genic|chr19:10564431-10565591	PDE4A	10563632		0.134503
chr19	10564431	10565591	genic|chr19:10564431-10565591	KEAP1	10613481		0.026838
chr19	10589557	10590057	intergenic|chr19:10589557-10590057	KEAP1	10613481		0.020115
chr19	10754927	10755877	genic|chr19:10754927-10755877	ILF3-AS1	10764548		0.034664
chr19	10754927	10755877	genic|chr19:10754927-10755877	ILF3	10764936		0.034663
chr19	10757042	10757994	intergenic|chr19:10757042-10757994	ILF3-AS1	10764548		0.034982
chr19	10757042	10757994	intergenic|chr19:10757042-10757994	ILF3	10764936		0.034982
chr19	10806018	10806822	intergenic|chr19:10806018-10806822	QTRT1	10812111		0.077042
chr19	10838198	10838867	genic|chr19:10838198-10838867	QTRT1	10812111		0.020841
chr19	10838198	10838867	genic|chr19:10838198-10838867	DNM2	10828728		0.035885
chr19	10995510	10996470	genic|chr19:10995510-10996470	CARM1	10982252		0.021709
chr19	10999169	10999669	genic|chr19:10999169-10999669	CARM1	10982252		0.021644
chr19	11200650	11201652	genic|chr19:11200650-11201652	LDLR	11200037		0.111268
chr19	11202148	11202648	genic|chr19:11202148-11202648	LDLR	11200037		0.025085
chr19	11206903	11207537	genic|chr19:11206903-11207537	LDLR	11200037		0.119157
chr19	11219242	11220026	genic|chr19:11219242-11220026	LDLR	11200037		0.038594
chr19	11275328	11276450	genic|chr19:11275328-11276450	SPC24	11266488		0.078724
chr19	11400708	11401365	intergenic|chr19:11400708-11401365	TSPAN16	11406814		0.030798
chr19	11404442	11404942	intergenic|chr19:11404442-11404942	TSPAN16	11406814		0.027765
chr19	11483873	11484668	intergenic|chr19:11483873-11484668	TSPAN16	11406814		0.022854
chr19	11483873	11484668	intergenic|chr19:11483873-11484668	TMEM205	11456981		0.023105
chr19	11483873	11484668	intergenic|chr19:11483873-11484668	CCDC159	11457180		0.023105
chr19	11483873	11484668	intergenic|chr19:11483873-11484668	PLPPR2	11466061		0.054257
chr19	11483873	11484668	intergenic|chr19:11483873-11484668	SWSAP1	11485382		0.071356
chr19	11491253	11492456	genic|chr19:11491253-11492456	TSPAN16	11406814		0.022825
chr19	11491253	11492456	genic|chr19:11491253-11492456	RAB3D	11450344		0.020679
chr19	11491253	11492456	genic|chr19:11491253-11492456	SWSAP1	11485382		0.065821
chr19	11592373	11593792	intergenic|chr19:11592373-11593792	TSPAN16	11406814		0.020582
chr19	11592373	11593792	intergenic|chr19:11592373-11593792	ELAVL3	11591803		0.119053
chr19	11592373	11593792	intergenic|chr19:11592373-11593792	ZNF653	11616738		0.030458
chr19	11628401	11628986	genic|chr19:11628401-11628986	ECSIT	11639987		0.024031
chr19	11631773	11632388	genic|chr19:11631773-11632388	ZNF653	11616738		0.021578
chr19	11631773	11632388	genic|chr19:11631773-11632388	ECSIT	11639987		0.050147
chr19	11641146	11641710	intergenic|chr19:11641146-11641710	ECSIT	11639987		0.051508
chr19	11750276	11751478	intergenic|chr19:11750276-11751478	ZNF833P	11784812		0.024489
chr19	11908167	11908667	intergenic|chr19:11908167-11908667	ZNF491	11909390		0.026525
chr19	12074632	12075132	intergenic|chr19:12074632-12075132	ZNF763	12075868		0.021588
chr19	12099612	12100112	genic|chr19:12099612-12100112	LOC101928464	12098431		0.020030
chr19	12251882	12252382	genic|chr19:12251882-12252382	ZNF20	12251222		0.034348
chr19	12605981	12606782	intergenic|chr19:12605981-12606782	ZNF709	12595632		0.034262
chr19	12782760	12783260	genic|chr19:12782760-12783260	MAN2B1	12777591		0.021377
chr19	12782760	12783260	genic|chr19:12782760-12783260	WDR83	12777617		0.021377
chr19	12782760	12783260	genic|chr19:12782760-12783260	WDR83OS	12780465		0.021450
chr19	12787089	12787589	genic|chr19:12787089-12787589	WDR83OS	12780465		0.024868
chr19	12787089	12787589	genic|chr19:12787089-12787589	DHPS	12792701		0.024172
chr19	12813865	12814365	genic|chr19:12813865-12814365	FBXW9	12807455		0.054297
chr19	12834564	12835266	intergenic|chr19:12834564-12835266	TNPO2	12833105		0.043169
chr19	12888316	12889668	intergenic|chr19:12888316-12889668	HOOK2	12886434		0.052115
chr19	12888316	12889668	intergenic|chr19:12888316-12889668	JUNB	12902309		0.022254
chr19	12892822	12893974	intergenic|chr19:12892822-12893974	HOOK2	12886434		0.102479
chr19	12892822	12893974	intergenic|chr19:12892822-12893974	JUNB	12902309		0.060199
chr19	12892822	12893974	intergenic|chr19:12892822-12893974	PRDX2	12912724		0.028251
chr19	12892822	12893974	intergenic|chr19:12892822-12893974	RNASEH2A	12917427		0.027445
chr19	12900659	12901403	intergenic|chr19:12900659-12901403	JUNB	12902309		0.046430
chr19	12904186	12904686	intergenic|chr19:12904186-12904686	JUNB	12902309		0.040904
chr19	12907229	12907729	genic|chr19:12907229-12907729	PRDX2	12912724		0.036542
chr19	12946971	12947471	intergenic|chr19:12946971-12947471	MAST1	12949258		0.023201
chr19	12951229	12951729	genic|chr19:12951229-12951729	MAST1	12949258		0.030566
chr19	12951873	12952448	genic|chr19:12951873-12952448	MAST1	12949258		0.046448
chr19	13023295	13024592	genic|chr19:13023295-13024592	MAST1	12949258		0.022574
chr19	13023295	13024592	genic|chr19:13023295-13024592	DNASE2	12992335		0.031385
chr19	13023295	13024592	genic|chr19:13023295-13024592	GCDH	13001942		0.061121
chr19	13023295	13024592	genic|chr19:13023295-13024592	SYCE2	13030086		0.052109
chr19	13023295	13024592	genic|chr19:13023295-13024592	FARSA	13044558		0.048157
chr19	13023295	13024592	genic|chr19:13023295-13024592	CALR	13049413		0.031054
chr19	13063598	13065546	genic|chr19:13063598-13065546	JUNB	12902309		0.030546
chr19	13063598	13065546	genic|chr19:13063598-13065546	RNASEH2A	12917427		0.023732
chr19	13063598	13065546	genic|chr19:13063598-13065546	MAST1	12949258		0.022350
chr19	13063598	13065546	genic|chr19:13063598-13065546	DNASE2	12992335		0.043876
chr19	13063598	13065546	genic|chr19:13063598-13065546	GCDH	13001942		0.022226
chr19	13063598	13065546	genic|chr19:13063598-13065546	SYCE2	13030086		0.054444
chr19	13063598	13065546	genic|chr19:13063598-13065546	FARSA	13044558		0.043089
chr19	13063598	13065546	genic|chr19:13063598-13065546	CALR	13049413		0.066334
chr19	13063598	13065546	genic|chr19:13063598-13065546	RAD23A	13056627		0.204121
chr19	13063598	13065546	genic|chr19:13063598-13065546	GADD45GIP1	13068068		0.225032
chr19	13063598	13065546	genic|chr19:13063598-13065546	DAND5	13080431		0.064723
chr19	13063598	13065546	genic|chr19:13063598-13065546	TRMT1	13227463		0.028757
chr19	13063598	13065546	genic|chr19:13063598-13065546	NACC1	13229101		0.028753
chr19	13063598	13065546	genic|chr19:13063598-13065546	STX10	13261188		0.033847
chr19	13063598	13065546	genic|chr19:13063598-13065546	IER2	13261281		0.033847
chr19	13063598	13065546	genic|chr19:13063598-13065546	MRI1	13875327		0.037281
chr19	13063598	13065546	genic|chr19:13063598-13065546	NANOS3	13988062		0.020523
chr19	13063598	13065546	genic|chr19:13063598-13065546	OR7C1	14910948		0.020630
chr19	13075653	13076842	intergenic|chr19:13075653-13076842	DAND5	13080431		0.024570
chr19	13085181	13086825	genic|chr19:13085181-13086825	DAND5	13080431		0.073669
chr19	13085181	13086825	genic|chr19:13085181-13086825	STX10	13261188		0.021189
chr19	13085181	13086825	genic|chr19:13085181-13086825	IER2	13261281		0.021189
chr19	13095084	13096113	intergenic|chr19:13095084-13096113	NFIX	13106583		0.028330
chr19	13108819	13109435	genic|chr19:13108819-13109435	NFIX	13106583		0.025744
chr19	13112115	13114434	genic|chr19:13112115-13114434	SPC24	11266488		0.028945
chr19	13112115	13114434	genic|chr19:13112115-13114434	ZNF69	11998598		0.022524
chr19	13112115	13114434	genic|chr19:13112115-13114434	ZNF788	12203077		0.025594
chr19	13112115	13114434	genic|chr19:13112115-13114434	ZNF625-ZNF20	12267546		0.022617
chr19	13112115	13114434	genic|chr19:13112115-13114434	ZNF625	12267546		0.022617
chr19	13112115	13114434	genic|chr19:13112115-13114434	ZNF709	12595632		0.022887
chr19	13112115	13114434	genic|chr19:13112115-13114434	ZNF564	12662356		0.026568
chr19	13112115	13114434	genic|chr19:13112115-13114434	LOC105372280	12798811		0.021353
chr19	13112115	13114434	genic|chr19:13112115-13114434	C19orf43	12845589		0.029668
chr19	13112115	13114434	genic|chr19:13112115-13114434	ASNA1	12848272		0.029669
chr19	13112115	13114434	genic|chr19:13112115-13114434	DNASE2	12992335		0.025715
chr19	13112115	13114434	genic|chr19:13112115-13114434	GCDH	13001942		0.024853
chr19	13112115	13114434	genic|chr19:13112115-13114434	SYCE2	13030086		0.023493
chr19	13112115	13114434	genic|chr19:13112115-13114434	FARSA	13044558		0.043222
chr19	13112115	13114434	genic|chr19:13112115-13114434	CALR	13049413		0.027343
chr19	13112115	13114434	genic|chr19:13112115-13114434	RAD23A	13056627		0.026600
chr19	13112115	13114434	genic|chr19:13112115-13114434	GADD45GIP1	13068068		0.046866
chr19	13112115	13114434	genic|chr19:13112115-13114434	DAND5	13080431		0.022607
chr19	13112115	13114434	genic|chr19:13112115-13114434	NFIX	13106583		0.275040
chr19	13112115	13114434	genic|chr19:13112115-13114434	LYL1	13213974		0.057978
chr19	13112115	13114434	genic|chr19:13112115-13114434	TRMT1	13227463		0.025863
chr19	13112115	13114434	genic|chr19:13112115-13114434	NACC1	13229101		0.025860
chr19	13112115	13114434	genic|chr19:13112115-13114434	STX10	13261188		0.025500
chr19	13112115	13114434	genic|chr19:13112115-13114434	IER2	13261281		0.025501
chr19	13112115	13114434	genic|chr19:13112115-13114434	CCDC130	13842573		0.026059
chr19	13112115	13114434	genic|chr19:13112115-13114434	C19orf53	13885256		0.039682
chr19	13112115	13114434	genic|chr19:13112115-13114434	ZSWIM4	13906273		0.034131
chr19	13112115	13114434	genic|chr19:13112115-13114434	IL27RA	14142551		0.038015
chr19	13112115	13114434	genic|chr19:13112115-13114434	GIPC1	14606961		0.020350
chr19	13119612	13120600	genic|chr19:13119612-13120600	NFIX	13106583		0.036555
chr19	13132838	13134350	genic|chr19:13132838-13134350	ZNF490	12721623		0.020997
chr19	13132838	13134350	genic|chr19:13132838-13134350	ZNF791	12721731		0.020997
chr19	13132838	13134350	genic|chr19:13132838-13134350	RNASEH2A	12917427		0.020577
chr19	13132838	13134350	genic|chr19:13132838-13134350	GADD45GIP1	13068068		0.027269
chr19	13132838	13134350	genic|chr19:13132838-13134350	DAND5	13080431		0.029443
chr19	13132838	13134350	genic|chr19:13132838-13134350	NFIX	13106583		0.068225
chr19	13132838	13134350	genic|chr19:13132838-13134350	LYL1	13213974		0.029699
chr19	13132838	13134350	genic|chr19:13132838-13134350	TRMT1	13227463		0.032413
chr19	13132838	13134350	genic|chr19:13132838-13134350	NACC1	13229101		0.032408
chr19	13182322	13183428	genic|chr19:13182322-13183428	LYL1	13213974		0.030253
chr19	13202098	13203950	genic|chr19:13202098-13203950	GADD45GIP1	13068068		0.024760
chr19	13202098	13203950	genic|chr19:13202098-13203950	DAND5	13080431		0.048870
chr19	13202098	13203950	genic|chr19:13202098-13203950	NFIX	13106583		0.022300
chr19	13202098	13203950	genic|chr19:13202098-13203950	LYL1	13213974		0.048759
chr19	13202098	13203950	genic|chr19:13202098-13203950	TRMT1	13227463		0.034354
chr19	13202098	13203950	genic|chr19:13202098-13203950	NACC1	13229101		0.034349
chr19	13202098	13203950	genic|chr19:13202098-13203950	STX10	13261188		0.022086
chr19	13202098	13203950	genic|chr19:13202098-13203950	IER2	13261281		0.022086
chr19	13204520	13205447	genic|chr19:13204520-13205447	DAND5	13080431		0.031072
chr19	13204520	13205447	genic|chr19:13204520-13205447	LYL1	13213974		0.031002
chr19	13204520	13205447	genic|chr19:13204520-13205447	TRMT1	13227463		0.021842
chr19	13204520	13205447	genic|chr19:13204520-13205447	NACC1	13229101		0.021839
chr19	13205765	13206265	genic|chr19:13205765-13206265	LYL1	13213974		0.032832
chr19	13208934	13209720	genic|chr19:13208934-13209720	LYL1	13213974		0.043128
chr19	13262274	13263251	genic|chr19:13262274-13263251	STX10	13261188		0.062277
chr19	13262274	13263251	genic|chr19:13262274-13263251	IER2	13261281		0.062277
chr19	13263511	13264295	genic|chr19:13263511-13264295	STX10	13261188		0.047645
chr19	13263511	13264295	genic|chr19:13263511-13264295	IER2	13261281		0.047645
chr19	13273125	13274106	intergenic|chr19:13273125-13274106	STX10	13261188		0.023505
chr19	13273125	13274106	intergenic|chr19:13273125-13274106	IER2	13261281		0.023505
chr19	13823081	13824142	intergenic|chr19:13823081-13824142	CCDC130	13842573		0.045550
chr19	13823081	13824142	intergenic|chr19:13823081-13824142	C19orf53	13885256		0.021884
chr19	13823081	13824142	intergenic|chr19:13823081-13824142	IL27RA	14142551		0.028486
chr19	13829483	13829983	intergenic|chr19:13829483-13829983	CCDC130	13842573		0.029041
chr19	13858331	13859198	genic|chr19:13858331-13859198	CCDC130	13842573		0.038766
chr19	13858331	13859198	genic|chr19:13858331-13859198	MRI1	13875327		0.044149
chr19	13932711	13933540	genic|chr19:13932711-13933540	ZSWIM4	13906273		0.022551
chr19	13976543	13977750	intergenic|chr19:13976543-13977750	NANOS3	13988062		0.034566
chr19	13990864	13991601	genic|chr19:13990864-13991601	NANOS3	13988062		0.052372
chr19	14031872	14032372	genic|chr19:14031872-14032372	CC2D1A	14016955		0.020502
chr19	14031872	14032372	genic|chr19:14031872-14032372	C19orf57	14016978		0.020502
chr19	14191965	14192824	genic|chr19:14191965-14192824	NANOS3	13988062		0.024351
chr19	14191965	14192824	genic|chr19:14191965-14192824	CC2D1A	14016955		0.021866
chr19	14191965	14192824	genic|chr19:14191965-14192824	C19orf57	14016978		0.021866
chr19	14191965	14192824	genic|chr19:14191965-14192824	IL27RA	14142551		0.021361
chr19	14191965	14192824	genic|chr19:14191965-14192824	MISP3	14183820		0.065154
chr19	14191965	14192824	genic|chr19:14191965-14192824	C19orf67	14196607		0.109466
chr19	14191965	14192824	genic|chr19:14191965-14192824	PRKACA	14228559		0.029481
chr19	14191965	14192824	genic|chr19:14191965-14192824	ASF1B	14247440		0.025686
chr19	14191965	14192824	genic|chr19:14191965-14192824	LOC100507373	14247963		0.025687
chr19	14655774	14656941	genic|chr19:14655774-14656941	TECR	14640378		0.028223
chr19	14655774	14656941	genic|chr19:14655774-14656941	NDUFB7	14682889		0.021183
chr19	15234541	15235163	genic|chr19:15234541-15235163	ILVBL	15236610		0.029364
chr19	15305989	15306781	genic|chr19:15305989-15306781	NOTCH3	15311792		0.020796
chr19	15310267	15311219	genic|chr19:15310267-15311219	NOTCH3	15311792		0.039644
chr19	15333689	15335177	intergenic|chr19:15333689-15335177	NOTCH3	15311792		0.047607
chr19	15333689	15335177	intergenic|chr19:15333689-15335177	EPHX3	15343231		0.073874
chr19	15363813	15364313	genic|chr19:15363813-15364313	EPHX3	15343231		0.030637
chr19	15376522	15377353	genic|chr19:15376522-15377353	BRD4	15391262		0.031814
chr19	15399209	15399893	intergenic|chr19:15399209-15399893	BRD4	15391262		0.054953
chr19	15405126	15405853	intergenic|chr19:15405126-15405853	BRD4	15391262		0.025521
chr19	15414514	15415610	intergenic|chr19:15414514-15415610	SYDE1	15218174		0.022026
chr19	15414514	15415610	intergenic|chr19:15414514-15415610	NOTCH3	15311792		0.038284
chr19	15414514	15415610	intergenic|chr19:15414514-15415610	EPHX3	15343231		0.036231
chr19	15414514	15415610	intergenic|chr19:15414514-15415610	BRD4	15391262		0.041116
chr19	15414514	15415610	intergenic|chr19:15414514-15415610	AKAP8	15490612		0.026644
chr19	15524552	15525052	genic|chr19:15524552-15525052	AKAP8L	15529932		0.026376
chr19	15532392	15532963	genic|chr19:15532392-15532963	AKAP8L	15529932		0.024510
chr19	15543294	15544500	genic|chr19:15543294-15544500	AKAP8L	15529932		0.022999
chr19	15543294	15544500	genic|chr19:15543294-15544500	WIZ	15560762		0.039382
chr19	15946977	15948509	genic|chr19:15946977-15948509	CYP4F24P	15890798		0.029311
chr19	16188999	16190453	genic|chr19:16188999-16190453	TPM4	16187134		0.153384
chr19	16188999	16190453	genic|chr19:16188999-16190453	RAB8A	16222489		0.032633
chr19	16188999	16190453	genic|chr19:16188999-16190453	FAM32A	16296211		0.030985
chr19	16225978	16226561	genic|chr19:16225978-16226561	RAB8A	16222489		0.030984
chr19	16225978	16226561	genic|chr19:16225978-16226561	HSH2D	16244837		0.024149
chr19	16320547	16321144	genic|chr19:16320547-16321144	AP1M1	16308664		0.030591
chr19	16511529	16512323	genic|chr19:16511529-16512323	CALR3	16607003		0.020402
chr19	16511529	16512323	genic|chr19:16511529-16512323	C19orf44	16607121		0.020402
chr19	16564342	16565609	genic|chr19:16564342-16565609	EPS15L1	16582823		0.021461
chr19	16570478	16570978	genic|chr19:16570478-16570978	EPS15L1	16582823		0.022983
chr19	16572238	16572965	genic|chr19:16572238-16572965	EPS15L1	16582823		0.064607
chr19	16599521	16600206	genic|chr19:16599521-16600206	CALR3	16607003		0.027305
chr19	16599521	16600206	genic|chr19:16599521-16600206	C19orf44	16607121		0.027304
chr19	16619897	16620948	genic|chr19:16619897-16620948	CALR3	16607003		0.039953
chr19	16619897	16620948	genic|chr19:16619897-16620948	C19orf44	16607121		0.039953
chr19	16619897	16620948	genic|chr19:16619897-16620948	CHERP	16653263		0.032226
chr19	16697600	16698308	genic|chr19:16697600-16698308	CHERP	16653263		0.023838
chr19	16697600	16698308	genic|chr19:16697600-16698308	SLC35E1	16683193		0.036966
chr19	16697600	16698308	genic|chr19:16697600-16698308	MED26	16739015		0.023875
chr19	16763494	16764091	genic|chr19:16763494-16764091	SMIM7	16770968		0.021419
chr19	16765230	16766168	genic|chr19:16765230-16766168	MED26	16739015		0.020062
chr19	16765230	16766168	genic|chr19:16765230-16766168	SMIM7	16770968		0.078254
chr19	16935879	16936985	intergenic|chr19:16935879-16936985	SIN3B	16940197		0.038923
chr19	17190455	17191598	genic|chr19:17190455-17191598	HAUS8	17186343		0.056658
chr19	17190455	17191598	genic|chr19:17190455-17191598	MYO9B	17186590		0.056657
chr19	17199922	17201087	genic|chr19:17199922-17201087	HAUS8	17186343		0.051534
chr19	17199922	17201087	genic|chr19:17199922-17201087	MYO9B	17186590		0.051534
chr19	17199922	17201087	genic|chr19:17199922-17201087	BABAM1	17378184		0.021662
chr19	17345910	17347238	genic|chr19:17345910-17347238	OCEL1	17337012		0.047781
chr19	17393328	17393828	genic|chr19:17393328-17393828	ANKLE1	17392453		0.027419
chr19	17444623	17445123	genic|chr19:17444623-17445123	ANO8	17445638		0.024705
chr19	17444623	17445123	genic|chr19:17444623-17445123	GTPBP3	17448325		0.024704
chr19	17501373	17502553	intergenic|chr19:17501373-17502553	MVB12A	17530655		0.021374
chr19	17551904	17552988	genic|chr19:17551904-17552988	TMEM221	17559376		0.024780
chr19	17564061	17564674	intergenic|chr19:17564061-17564674	TMEM221	17559376		0.030431
chr19	17586252	17586917	genic|chr19:17586252-17586917	SLC27A1	17581252		0.027691
chr19	17650367	17651107	genic|chr19:17650367-17651107	FAM129C	17634109		0.020533
chr19	17797193	17798011	genic|chr19:17797193-17798011	UNC13A	17799008		0.033958
chr19	17858149	17859121	intergenic|chr19:17858149-17859121	UNC13A	17799008		0.039492
chr19	17858149	17859121	intergenic|chr19:17858149-17859121	MAP1S	17830260		0.042615
chr19	17866482	17867180	genic|chr19:17866482-17867180	UNC13A	17799008		0.037528
chr19	17866482	17867180	genic|chr19:17866482-17867180	MAP1S	17830260		0.038902
chr19	17867697	17868332	genic|chr19:17867697-17868332	UNC13A	17799008		0.031367
chr19	17867697	17868332	genic|chr19:17867697-17868332	MAP1S	17830260		0.032515
chr19	17873150	17873956	genic|chr19:17873150-17873956	MAP1S	17830260		0.027261
chr19	17940719	17942143	genic|chr19:17940719-17942143	JAK3	17958841		0.038307
chr19	17952460	17953560	genic|chr19:17952460-17953560	JAK3	17958841		0.057011
chr19	18043308	18044247	intergenic|chr19:18043308-18044247	ARRDC2	18118976		0.022535
chr19	18058494	18060205	intergenic|chr19:18058494-18060205	UNC13A	17799008		0.025315
chr19	18058494	18060205	intergenic|chr19:18058494-18060205	JAK3	17958841		0.025139
chr19	18058494	18060205	intergenic|chr19:18058494-18060205	RPL18A	17970686		0.029472
chr19	18058494	18060205	intergenic|chr19:18058494-18060205	KCNN1	18062110		0.179569
chr19	18058494	18060205	intergenic|chr19:18058494-18060205	ARRDC2	18118976		0.045974
chr19	18058494	18060205	intergenic|chr19:18058494-18060205	IFI30	18284589		0.025192
chr19	18060939	18061439	intergenic|chr19:18060939-18061439	KCNN1	18062110		0.053509
chr19	18267836	18268336	genic|chr19:18267836-18268336	PIK3R2	18263987		0.044498
chr19	18267836	18268336	genic|chr19:18267836-18268336	IFI30	18284589		0.024708
chr19	18268443	18268943	genic|chr19:18268443-18268943	PIK3R2	18263987		0.049065
chr19	18268443	18268943	genic|chr19:18268443-18268943	IFI30	18284589		0.027245
chr19	18271628	18272563	genic|chr19:18271628-18272563	IFI30	18284589		0.034335
chr19	18302707	18303207	intergenic|chr19:18302707-18303207	MPV17L2	18304039		0.024888
chr19	18316332	18316832	genic|chr19:18316332-18316832	LOC102725254	18315539		0.022421
chr19	18334756	18335707	genic|chr19:18334756-18335707	RAB3A	18314874		0.038700
chr19	18334756	18335707	genic|chr19:18334756-18335707	LOC102725254	18315539		0.022969
