chr1	x1	x2	chr2	y1	y2	name	score	strand1	strand2	color	score	uVarScore	lVarScore	upSign	loSign
12	113460000	113610000	12	113460000	113610000	.	.	.	.	255,255,0	1.1118033906228093	0.07680533224196676	0.050092979523386275	0.671875	0.671875
12	14340000	14660000	12	14340000	14660000	.	.	.	.	255,255,0	1.0824822959849993	0.06719943655454197	0.05952742998432588	0.8125	0.5036764705882353
12	42520000	42730000	12	42520000	42730000	.	.	.	.	255,255,0	1.2063155723710939	0.06509966715114737	0.0615511808586959	0.7933884297520661	0.628099173553719
12	50850000	51130000	12	50850000	51130000	.	.	.	.	255,255,0	1.3414192665686315	0.06596634972349899	0.06031801212320753	0.7285714285714285	0.8428571428571429
12	94520000	94920000	12	94520000	94920000	.	.	.	.	255,255,0	1.4200999101107619	0.0674531848751923	0.0577292856856941	0.9166666666666666	0.6595238095238095
12	132300000	132490000	12	132300000	132490000	.	.	.	.	255,255,0	0.7020266636595507	0.04538100849093777	0.07845549659855841	0.55	0.51
12	20530000	20770000	12	20530000	20770000	.	.	.	.	255,255,0	1.0852149311876649	0.05263189871320195	0.07106836259245015	0.5961538461538461	0.7243589743589743
12	27170000	27460000	12	27170000	27460000	.	.	.	.	255,255,0	1.0700593067456388	0.06189595697757399	0.06165629178131975	0.6044444444444445	0.7022222222222222
12	116420000	116710000	12	116420000	116710000	.	.	.	.	255,255,0	1.7115115579354234	0.08335521630455495	0.039778328905087965	0.8977777777777778	0.88
12	45330000	45510000	12	45330000	45510000	.	.	.	.	255,255,0	0.8609849308679068	0.07040060299417455	0.05220202750819531	0.5444444444444444	0.5888888888888889
12	69240000	69520000	12	69240000	69520000	.	.	.	.	255,255,0	1.1471651207940017	0.06682563506659578	0.05529062933994239	0.8238095238095238	0.5952380952380952
12	89420000	89730000	12	89420000	89730000	.	.	.	.	255,255,0	1.2552874855221139	0.07496899851053468	0.04664902593049133	0.90234375	0.54
12	105500000	105790000	12	105500000	105790000	.	.	.	.	255,255,0	1.284589830308298	0.057855864034906695	0.06296070242900592	0.7288888888888889	0.8088888888888889
12	31860000	32100000	12	31860000	32100000	.	.	.	.	255,255,0	1.1945117029500667	0.07268126339009848	0.047588140270233704	0.8141025641025641	0.6089743589743589
12	21640000	21820000	12	21640000	21820000	.	.	.	.	255,255,0	1.0541466810534699	0.06021466723938069	0.05966089663412366	0.6333333333333333	0.6777777777777778
12	110900000	111320000	12	110900000	111320000	.	.	.	.	255,255,0	1.267692708804094	0.06680081549134924	0.0529948135063614	0.7121212121212122	0.8116883116883117
12	78110000	78320000	12	78110000	78320000	.	.	.	.	255,255,0	1.23603570342792	0.04642500658959328	0.07313602072878603	0.6611570247933884	0.8264462809917356
12	15430000	15680000	12	15430000	15680000	.	.	.	.	255,255,0	1.503772522103028	0.05074803304825119	0.06807854693126747	0.8402366863905325	0.863905325443787
12	30990000	31220000	12	30990000	31220000	.	.	.	.	255,255,0	1.1651189804282276	0.06912789666669339	0.04967779817487027	0.8125	0.5347222222222222
12	1220000	1690000	12	1220000	1690000	.	.	.	.	255,255,0	1.6948557288286095	0.05685059776032163	0.060924865425338204	0.8489583333333334	0.9253472222222222
12	104330000	104520000	12	104330000	104520000	.	.	.	.	255,255,0	1.1919259121488466	0.058351560489581816	0.05890903883734286	0.67	0.77
12	98830000	99050000	12	98830000	99050000	.	.	.	.	255,255,0	1.0366341126256322	0.07485979400089791	0.040687144788185865	0.7045454545454546	0.6287878787878788
12	118300000	118450000	12	118300000	118450000	.	.	.	.	255,255,0	0.9793597890784209	0.07998799486164344	0.0355323682225023	0.640625	0.578125
12	51440000	51760000	12	51440000	51760000	.	.	.	.	255,255,0	0.9949127368907615	0.04997571781124949	0.06505172778774711	0.5625	0.7316176470588235
12	94940000	95380000	12	94940000	95380000	.	.	.	.	255,255,0	1.2528072642576773	0.050513110430465635	0.06384886554343716	0.6976284584980237	0.8478260869565217
12	27930000	28100000	12	27930000	28100000	.	.	.	.	255,255,0	0.9240900369803677	0.06424607314180561	0.04974317186569131	0.6419753086419753	0.5679012345679012
12	32220000	32470000	12	32220000	32470000	.	.	.	.	255,255,0	1.4060137664062005	0.04661810041950981	0.06733052117071256	0.8047337278106509	0.8165680473372781
12	12220000	12490000	12	12220000	12490000	.	.	.	.	255,255,0	1.4444053808262094	0.053141975278807735	0.06073430060382973	0.8418367346938775	0.8214285714285714
12	116720000	117120000	12	116720000	117120000	.	.	.	.	255,255,0	1.2335878018509396	0.047500381088198096	0.06619516702180889	0.6357142857142857	0.8595238095238096
12	49210000	49400000	12	49210000	49400000	.	.	.	.	255,255,0	1.1921918440641983	0.06326959624260887	0.04944236226254725	0.69	0.75
12	78370000	78530000	12	78370000	78530000	.	.	.	.	255,255,0	1.058122623874911	0.07366169275491025	0.03832149168409977	0.6805555555555556	0.6527777777777778
12	76460000	76730000	12	76460000	76730000	.	.	.	.	255,255,0	1.3072480036102956	0.05990566596384203	0.0516952867457872	0.8112244897959183	0.7704081632653061
12	123850000	124100000	12	123850000	124100000	.	.	.	.	255,255,0	1.0267493428308638	0.03808670418721789	0.0725761381463956	0.6272189349112426	0.7337278106508875
12	49460000	49660000	12	49460000	49660000	.	.	.	.	255,255,0	1.2969606902942465	0.05935359228217382	0.05089253986382063	0.7727272727272727	0.7727272727272727
12	100740000	100940000	12	100740000	100940000	.	.	.	.	255,255,0	1.2780268145180065	0.058319736841262	0.0513366048932353	0.7545454545454545	0.7727272727272727
12	63230000	63460000	12	63230000	63460000	.	.	.	.	255,255,0	0.8253780044349646	0.053369189365119724	0.05603930294305698	0.5347222222222222	0.5763888888888888
12	77000000	77200000	12	77000000	77200000	.	.	.	.	255,255,0	1.0743054068179592	0.06151319823800494	0.04766314954091421	0.7363636363636363	0.6272727272727273
12	113620000	113870000	12	113620000	113870000	.	.	.	.	255,255,0	1.1576826251934178	0.04777650477658616	0.06070940339571515	0.650887573964497	0.7810650887573964
12	95460000	95720000	12	95460000	95720000	.	.	.	.	255,255,0	1.0712843871807531	0.06763084984136457	0.04033353465057763	0.7737940630797773	0.5841836734693877
12	72410000	72660000	12	72410000	72660000	.	.	.	.	255,255,0	0.990958982711758	0.05980777429566475	0.047894181376564704	0.5382149901380671	0.7541913214990138
12	22640000	22800000	12	22640000	22800000	.	.	.	.	255,255,0	0.9482911297725665	0.05279114634380549	0.054547484964677	0.5694444444444444	0.625
12	7810000	7970000	12	7810000	7970000	.	.	.	.	255,255,0	1.0439617917761426	0.06713709617297928	0.0399360448811128	0.6805555555555556	0.5694444444444444
12	8230000	8380000	12	8230000	8380000	.	.	.	.	255,255,0	1.0456872006414049	0.061762678529334855	0.045075070575506554	0.609375	0.640625
12	29230000	29450000	12	29230000	29450000	.	.	.	.	255,255,0	1.0197311184653732	0.051564144998858044	0.05485636640957142	0.553030303030303	0.7348484848484849
12	107350000	107490000	12	107350000	107490000	.	.	.	.	255,255,0	0.9709912173320225	0.051890547957973515	0.05447394525703238	0.625	0.5892857142857143
12	124520000	124800000	12	124520000	124800000	.	.	.	.	255,255,0	1.3761429528810507	0.05830283092929156	0.046613897422212745	0.8767006802721089	0.7637755102040816
12	107160000	107340000	12	107160000	107340000	.	.	.	.	255,255,0	0.808227411143355	0.03871553490740538	0.06584345777310147	0.5	0.5888888888888889
12	6420000	6610000	12	6420000	6610000	.	.	.	.	255,255,0	1.0024483694837418	0.04351720325830331	0.06073593829604211	0.59	0.69
12	53710000	53870000	12	53710000	53870000	.	.	.	.	255,255,0	0.9397502733652721	0.0460641505654893	0.05800435741761038	0.5500283446712018	0.6398809523809523
12	125050000	125240000	12	125050000	125240000	.	.	.	.	255,255,0	1.147229567321936	0.03338719509006509	0.07058669754678473	0.63	0.79
12	3990000	4140000	12	3990000	4140000	.	.	.	.	255,255,0	1.0183309852328062	0.06423291979289866	0.03949273433294046	0.671875	0.546875
12	29690000	29930000	12	29690000	29930000	.	.	.	.	255,255,0	1.2474339076958607	0.061351273139247306	0.041283524898585215	0.8012820512820513	0.6858974358974359
12	96420000	96610000	12	96420000	96610000	.	.	.	.	255,255,0	1.1093224641860686	0.05829999023019532	0.04428149081055244	0.69	0.73
12	68050000	68340000	12	68050000	68340000	.	.	.	.	255,255,0	0.953883099236873	0.042920459313361484	0.05727113492161166	0.5333333333333333	0.72
12	14990000	15150000	12	14990000	15150000	.	.	.	.	255,255,0	0.9410379951754613	0.055494050134631726	0.04428011466682409	0.5972222222222222	0.5416666666666666
12	14150000	14310000	12	14150000	14310000	.	.	.	.	255,255,0	1.0921495885495593	0.042831259233938546	0.0566950673805208	0.5972222222222222	0.7083333333333334
12	2190000	2370000	12	2190000	2370000	.	.	.	.	255,255,0	0.9587644451772848	0.06989130174473694	0.029584190548037348	0.7141414141414142	0.5
12	123020000	123250000	12	123020000	123250000	.	.	.	.	255,255,0	1.0452936027759416	0.042131006558223674	0.0567605539383601	0.6597222222222222	0.7291666666666666
12	2930000	3150000	12	2930000	3150000	.	.	.	.	255,255,0	1.2642153066891013	0.052418165104731296	0.046334553470858575	0.7196969696969697	0.8106060606060606
12	123280000	123450000	12	123280000	123450000	.	.	.	.	255,255,0	1.01574139010116	0.05065180649151498	0.04766567392250385	0.691358024691358	0.6666666666666666
12	121920000	122110000	12	121920000	122110000	.	.	.	.	255,255,0	1.2248935989788796	0.04115040364257738	0.05697632913052003	0.79	0.77
12	125420000	125590000	12	125420000	125590000	.	.	.	.	255,255,0	0.9391305069721281	0.0498428096290304	0.04808549227881003	0.6419753086419753	0.6172839506172839
12	70970000	71120000	12	70970000	71120000	.	.	.	.	255,255,0	0.967137354015794	0.04645255131945763	0.05113165313487285	0.640625	0.640625
12	4690000	4880000	12	4690000	4880000	.	.	.	.	255,255,0	0.9533044697754921	0.032594158726294335	0.0633419326211564	0.53	0.67
12	13850000	14130000	12	13850000	14130000	.	.	.	.	255,255,0	0.9176639787852476	0.037437169491528074	0.05731141363495129	0.5	0.7
12	46150000	46370000	12	46150000	46370000	.	.	.	.	255,255,0	1.1161940250038336	0.047988642360154675	0.04657880932418838	0.5833333333333334	0.7954545454545454
12	106780000	106980000	12	106780000	106980000	.	.	.	.	255,255,0	0.9280033898983684	0.05975767556320935	0.0337995236884213	0.6636363636363637	0.5363636363636364
12	51160000	51410000	12	51160000	51410000	.	.	.	.	255,255,0	1.1853003445081	0.05040600038922756	0.0428581778873204	0.7810650887573964	0.6982248520710059
12	16550000	16750000	12	16550000	16750000	.	.	.	.	255,255,0	0.8339975019572943	0.03743988053562033	0.0553527692612778	0.5181818181818182	0.5909090909090909
12	72160000	72340000	12	72160000	72340000	.	.	.	.	255,255,0	0.8566629666271709	0.049942490762722426	0.04262536555976697	0.5888888888888889	0.5444444444444444
12	8000000	8180000	12	8000000	8180000	.	.	.	.	255,255,0	1.11077695532033	0.03462019615552267	0.05748077308161542	0.6555555555555556	0.7
12	680000	850000	12	680000	850000	.	.	.	.	255,255,0	1.1725091673176373	0.053732336267268935	0.038008206703975755	0.7160493827160493	0.691358024691358
12	67800000	68030000	12	67800000	68030000	.	.	.	.	255,255,0	0.8826747970941127	0.05218813675846952	0.039484345753891106	0.5625	0.6041666666666666
12	123470000	123650000	12	123470000	123650000	.	.	.	.	255,255,0	1.0504676864035094	0.049291694985389115	0.040056735115561966	0.6777777777777778	0.7
12	9240000	9410000	12	9240000	9410000	.	.	.	.	255,255,0	0.844295237784942	0.03456907195604744	0.05363776350308867	0.5432098765432098	0.5679012345679012
12	110020000	110170000	12	110020000	110170000	.	.	.	.	255,255,0	0.8376086654453538	0.055078056620275345	0.03310340021066602	0.578125	0.515625
12	133290000	133440000	12	133290000	133440000	.	.	.	.	255,255,0	0.7867890982717859	0.03906628825071627	0.04565312700032616	0.578125	0.578125
12	110900000	111040000	12	110900000	111040000	.	.	.	.	255,255,0	0.9669254880556759	0.05884101243769729	0.024680520104905186	0.5892857142857143	0.625
12	52250000	52390000	12	52250000	52390000	.	.	.	.	255,255,0	0.8233217222482976	0.036058351727024165	0.046474642999229716	0.5178571428571429	0.5535714285714286
12	76760000	76960000	12	76760000	76960000	.	.	.	.	255,255,0	1.0240452852350788	0.04035999730242598	0.04148218948839439	0.6636363636363637	0.6636363636363637
12	104530000	104710000	12	104530000	104710000	.	.	.	.	255,255,0	0.9002090831707571	0.04260430255131364	0.03742982369797479	0.6555555555555556	0.5444444444444444
12	121180000	121360000	12	121180000	121360000	.	.	.	.	255,255,0	1.0113038109812487	0.03986534980579498	0.03918319002120855	0.7222222222222222	0.6333333333333333
12	93130000	93330000	12	93130000	93330000	.	.	.	.	255,255,0	0.9920867304720509	0.03982948630086082	0.039117345597394756	0.6454545454545455	0.6818181818181818
12	121020000	121150000	12	121020000	121150000	.	.	.	.	255,255,0	0.8358337353399772	0.05124787439887251	0.02751444243030746	0.5714285714285714	0.5714285714285714
12	16320000	16510000	12	16320000	16510000	.	.	.	.	255,255,0	0.754426035468966	0.03866757933499457	0.037736122083686624	0.51	0.51
12	56710000	56850000	12	56710000	56850000	.	.	.	.	255,255,0	0.86595768345864	0.03263056221246148	0.042719170106993144	0.5892857142857143	0.5535714285714286
12	125670000	125820000	12	125670000	125820000	.	.	.	.	255,255,0	0.9115797938927888	0.05512291476165035	0.020039860978371946	0.671875	0.578125
12	96260000	96410000	12	96260000	96410000	.	.	.	.	255,255,0	0.8612356146378057	0.03466473784047648	0.03668728410611966	0.609375	0.578125
12	51450000	51620000	12	51450000	51620000	.	.	.	.	255,255,0	0.7971459067852869	0.04179191123020039	0.026543164361439366	0.5679012345679012	0.5185185185185185
12	80180000	80330000	12	80180000	80330000	.	.	.	.	255,255,0	0.7677780901577982	0.024603458325613906	0.021056920557766173	0.59375	0.515625
13	81610000	85400000	13	81610000	85400000	.	.	.	.	255,255,0	0.6701781885814555	0.38205478578689966	0.35652546078638336	0.5337950138504155	0.5751523545706371
13	19140000	20160000	13	19140000	20160000	.	.	.	.	255,255,0	0.588709481271874	0.30132856189715773	0.4363223475490935	0.5520361990950227	0.4072398190045249
13	53780000	58190000	13	53780000	58190000	.	.	.	.	255,255,0	0.6293176493927248	0.320934587025315	0.3931092681495172	0.6353678262115845	0.44198547672188865
13	112120000	113140000	13	112120000	113140000	.	.	.	.	255,255,0	0.38565536095469777	0.31317221630510544	0.3876160731116921	0.5041478129713424	0.47473604826546
13	86910000	88310000	13	86910000	88310000	.	.	.	.	255,255,0	0.48977600384148534	0.3767073717668	0.2924296727330614	0.4158953722334004	0.5404426559356137
13	67840000	69920000	13	67840000	69920000	.	.	.	.	255,255,0	0.8757206586108499	0.2802165065456038	0.30423319388905407	0.6537545787545788	0.5806776556776557
13	114420000	115100000	13	114420000	115100000	.	.	.	.	255,255,0	1.0881022822585773	0.3245463273994396	0.1683673469387753	0.4714285714285714	0.7857142857142857
13	92470000	93840000	13	92470000	93840000	.	.	.	.	255,255,0	0.8096774419338386	0.22214204738430002	0.20240074063415014	0.7011132115101869	0.4028565427431212
13	61020000	62530000	13	61020000	62530000	.	.	.	.	255,255,0	1.5260733218393738	0.19216050796639533	0.21308312300981763	0.8239265927977839	0.7912049861495845
13	38200000	39150000	13	38200000	39150000	.	.	.	.	255,255,0	0.7255766615415118	0.1854562850703443	0.19401461205101223	0.5121527777777778	0.49868073878627966
13	22200000	23330000	13	22200000	23330000	.	.	.	.	255,255,0	1.5091145473470593	0.16067416170507398	0.17957383161528254	0.8304093567251462	0.7125269313634964
13	24860000	25550000	13	24860000	25550000	.	.	.	.	255,255,0	0.9248864539336606	0.16151302667719997	0.17248653383707435	0.6155102040816327	0.5624489795918367
13	47400000	48360000	13	47400000	48360000	.	.	.	.	255,255,0	1.4474235812887282	0.14028984551766605	0.17240487505545998	0.8652210884353742	0.7159863945578231
13	50660000	51480000	13	50660000	51480000	.	.	.	.	255,255,0	1.0933859256561893	0.13635555928282883	0.1626993363797001	0.6190476190476191	0.7020905923344948
13	85480000	86380000	13	85480000	86380000	.	.	.	.	255,255,0	1.6932009546114506	0.14607089751812008	0.14267785782094472	0.8304347826086956	0.8724637681159421
13	40290000	41270000	13	40290000	41270000	.	.	.	.	255,255,0	1.5242693659675965	0.1499755011315255	0.13224404232115877	0.7726530612244898	0.8624489795918368
13	100260000	101190000	13	100260000	101190000	.	.	.	.	255,255,0	1.3836729104645342	0.15108705519040844	0.12711201940088873	0.7750113173381621	0.7306473517428701
13	72460000	73270000	13	72460000	73270000	.	.	.	.	255,255,0	1.173861079230261	0.14023396421954726	0.13660866878833583	0.4449732302201071	0.8625817965496728
13	96680000	97630000	13	96680000	97630000	.	.	.	.	255,255,0	1.5209253003778136	0.13136169888121307	0.12597545810039337	0.8294270833333334	0.7990451388888888
13	93880000	95030000	13	93880000	95030000	.	.	.	.	255,255,0	1.466736371402728	0.12825921229907813	0.12626230936349297	0.7571343638525565	0.8436385255648038
13	73380000	74270000	13	73380000	74270000	.	.	.	.	255,255,0	1.7201905730363793	0.12274877114260291	0.11843831031812474	0.8987654320987655	0.8528395061728395
13	80190000	80910000	13	80190000	80910000	.	.	.	.	255,255,0	1.3409970758390657	0.13740890401934314	0.10364141320184173	0.7612612612612613	0.7807807807807807
13	40630000	41250000	13	40630000	41250000	.	.	.	.	255,255,0	1.1520875308177907	0.10985368348846367	0.10394269829908553	0.4647177419354839	0.8820564516129032
13	31760000	32370000	13	31760000	32370000	.	.	.	.	255,255,0	1.743558970746558	0.10297114985856798	0.10556923184696398	0.8636836628511967	0.8553590010405827
13	35770000	36400000	13	35770000	36400000	.	.	.	.	255,255,0	1.4612299877106678	0.09283231882436829	0.10943822548315355	0.8623046875	0.6962890625
13	109810000	110420000	13	109810000	110420000	.	.	.	.	255,255,0	1.1186527110392803	0.12087178633199715	0.07822756646186754	0.6264308012486993	0.7804370447450573
13	39170000	39500000	13	39170000	39500000	.	.	.	.	255,255,0	0.9241690407521597	0.08134659453402585	0.11723918804320257	0.5121107266435986	0.671280276816609
13	37000000	37380000	13	37000000	37380000	.	.	.	.	255,255,0	1.1581324236994297	0.09095938989066524	0.10759940656391638	0.7657894736842106	0.5973684210526315
13	46150000	46620000	13	46150000	46620000	.	.	.	.	255,255,0	1.1422586426743466	0.10997714088096743	0.08811701728129819	0.7636999244142101	0.6164965986394557
13	62640000	62880000	13	62640000	62880000	.	.	.	.	255,255,0	0.823961553532829	0.10972671632701309	0.08745089472747404	0.5576923076923077	0.5256410256410255
13	53180000	53770000	13	53180000	53770000	.	.	.	.	255,255,0	1.7943181644273358	0.12753456629411403	0.06954924675083052	0.7988888888888889	0.9544444444444444
13	42250000	42690000	13	42250000	42690000	.	.	.	.	255,255,0	1.0400142375057166	0.0851006497943137	0.1115787574712872	0.6383399209486166	0.6976284584980237
13	101320000	101640000	13	101320000	101640000	.	.	.	.	255,255,0	0.9992853391658802	0.08030459706084593	0.11517964086451574	0.7463235294117647	0.5257352941176471
13	27970000	28390000	13	27970000	28390000	.	.	.	.	255,255,0	1.2407366399292727	0.08807258335645893	0.10708172602695132	0.803030303030303	0.5865800865800865
13	102590000	103100000	13	102590000	103100000	.	.	.	.	255,255,0	1.2193490162902059	0.0802164925909234	0.11442872749732441	0.7973372781065089	0.658284023668639
13	108910000	109540000	13	108910000	109540000	.	.	.	.	255,255,0	1.7407057191906055	0.10013896530792976	0.08481788507213237	0.8681640625	0.9024302218650584
13	92000000	92430000	13	92000000	92430000	.	.	.	.	255,255,0	1.5921708147495526	0.09265267209981198	0.09179974778228611	0.8533057851239669	0.8367768595041323
13	27280000	27510000	13	27280000	27510000	.	.	.	.	255,255,0	1.3687377772919425	0.06535845742551666	0.11700121807401959	0.7708333333333334	0.7569444444444444
13	107190000	107790000	13	107190000	107790000	.	.	.	.	255,255,0	1.7598258074860604	0.0855975110603498	0.09671676469487678	0.9150537634408602	0.8838709677419355
13	98090000	98460000	13	98090000	98460000	.	.	.	.	255,255,0	1.113026080988322	0.07783987487261332	0.10295633873385598	0.5872576177285319	0.7645429362880887
13	24490000	24830000	13	24490000	24830000	.	.	.	.	255,255,0	1.656474431787077	0.09117553955170785	0.08899660600783399	0.8464052287581699	0.8137254901960784
13	107850000	108520000	13	107850000	108520000	.	.	.	.	255,255,0	1.677059818618634	0.07496949480679044	0.10486616393243667	0.9368512110726643	0.7880622837370242
13	113260000	113540000	13	113260000	113540000	.	.	.	.	255,255,0	1.156694002637074	0.08476039077516243	0.0947456608642294	0.6714285714285714	0.7095238095238096
13	67270000	67790000	13	67270000	67790000	.	.	.	.	255,255,0	1.454050519949921	0.0953552596798967	0.08119881925013134	0.6282051282051282	0.9401709401709402
13	21060000	21480000	13	21060000	21480000	.	.	.	.	255,255,0	1.236763823571786	0.08419901099892295	0.09212080443748796	0.6645021645021645	0.7467532467532467
13	24010000	24450000	13	24010000	24450000	.	.	.	.	255,255,0	1.5422745179875326	0.0960201882858412	0.07859969890467888	0.7055335968379447	0.8952569169960475
13	31210000	31620000	13	31210000	31620000	.	.	.	.	255,255,0	1.040093078369464	0.06559217110272411	0.1063010687083262	0.5351473922902494	0.7437641723356009
13	95310000	95800000	13	95310000	95800000	.	.	.	.	255,255,0	1.4721493423123773	0.09063918194755793	0.08066575915729031	0.8608	0.7232
13	103240000	103490000	13	103240000	103490000	.	.	.	.	255,255,0	1.7200238675052213	0.07600739681447322	0.09237215734856236	0.8520710059171598	0.8757396449704142
13	101300000	101760000	13	101300000	101760000	.	.	.	.	255,255,0	1.584424961560163	0.0900586089525395	0.07771566043575767	0.7989130434782609	0.9112318840579711
13	27550000	27920000	13	27550000	27920000	.	.	.	.	255,255,0	1.8003318968096045	0.08428411801031083	0.08338401995255953	0.9196675900277008	0.853185595567867
13	39610000	40210000	13	39610000	40210000	.	.	.	.	255,255,0	1.8356929066580605	0.08174011385678509	0.0840062348853517	0.9365591397849462	0.9150537634408602
13	47050000	47330000	13	47050000	47330000	.	.	.	.	255,255,0	1.4945789091395503	0.07509647012637741	0.08852446562797955	0.7666666666666667	0.8809523809523809
13	107280000	107570000	13	107280000	107570000	.	.	.	.	255,255,0	1.076605068204962	0.09092028144552455	0.07081820928525628	0.7373063224863778	0.5159279778393352
13	41360000	41600000	13	41360000	41600000	.	.	.	.	255,255,0	0.9005983152772709	0.09645959922185518	0.0640955575741885	0.6987179487179487	0.5064102564102564
13	97750000	98010000	13	97750000	98010000	.	.	.	.	255,255,0	1.3808610648730792	0.09448309055702461	0.06530340381639921	0.7857142857142857	0.7747252747252747
13	32420000	32880000	13	32420000	32880000	.	.	.	.	255,255,0	1.3586469177323934	0.08803021181206505	0.07137325536364543	0.8568840579710145	0.6938405797101449
13	44470000	45010000	13	44470000	45010000	.	.	.	.	255,255,0	1.7944914340855482	0.07850974677166334	0.07949518205016762	0.9470899470899471	0.8690476190476191
13	52390000	52730000	13	52390000	52730000	.	.	.	.	255,255,0	1.0697092700598054	0.06214410005661261	0.09580814508841419	0.7156862745098039	0.6372549019607843
13	45600000	45890000	13	45600000	45890000	.	.	.	.	255,255,0	1.6565331746991763	0.080123799348786	0.07598131984174397	0.8977777777777778	0.8444444444444444
13	43900000	44370000	13	43900000	44370000	.	.	.	.	255,255,0	1.3182583532398542	0.0609597691090242	0.08968676828230726	0.5572916666666666	0.9045138888888888
13	78340000	78690000	13	78340000	78690000	.	.	.	.	255,255,0	1.545586757462638	0.07036824443096601	0.0801320629879751	0.8487654320987654	0.8734567901234568
13	51690000	51970000	13	51690000	51970000	.	.	.	.	255,255,0	1.0639503761229319	0.08659319557863687	0.06160820416240102	0.7860487996851633	0.5157221566312475
13	108540000	108820000	13	108540000	108820000	.	.	.	.	255,255,0	1.2475228794024105	0.06847026137681976	0.0789338885982615	0.6619047619047619	0.8238095238095238
13	45060000	45530000	13	45060000	45530000	.	.	.	.	255,255,0	1.6710708937087115	0.08032862178458727	0.06634839435764422	0.859375	0.9114583333333334
13	37390000	37570000	13	37390000	37570000	.	.	.	.	255,255,0	1.0411643748074015	0.04500342363023162	0.10147984607245983	0.5	0.7444444444444445
13	78870000	79170000	13	78870000	79170000	.	.	.	.	255,255,0	0.8246639936838405	0.08531155160239175	0.06055540416417427	0.5708333333333333	0.5291666666666667
13	75860000	76120000	13	75860000	76120000	.	.	.	.	255,255,0	1.2664283775924936	0.07138401261245603	0.07398856351826041	0.8406593406593407	0.6868131868131868
13	103560000	103810000	13	103560000	103810000	.	.	.	.	255,255,0	1.3874327682520793	0.09114202863709947	0.053952264657559965	0.8402366863905325	0.7337278106508875
13	110440000	110760000	13	110440000	110760000	.	.	.	.	255,255,0	1.3665806840546106	0.062386086893875564	0.08172991910348733	0.8198529411764706	0.7757352941176471
13	95050000	95270000	13	95050000	95270000	.	.	.	.	255,255,0	1.3120074140476654	0.07148656089614752	0.07217559321998894	0.7651515151515151	0.7651515151515151
13	30700000	31020000	13	30700000	31020000	.	.	.	.	255,255,0	1.138564458993617	0.07521967680587582	0.06764047049455832	0.8198529411764706	0.5477941176470589
13	70130000	70440000	13	70130000	70440000	.	.	.	.	255,255,0	1.139099582901586	0.07541657207598848	0.06692247670668372	0.8666579861111111	0.5097309027777778
13	36540000	36850000	13	36540000	36850000	.	.	.	.	255,255,0	1.5866836873788415	0.06958596346678533	0.07219446834219959	0.88671875	0.83984375
13	25570000	25870000	13	25570000	25870000	.	.	.	.	255,255,0	1.28559185748089	0.07372665105200209	0.06800849297075702	0.7625	0.7041666666666667
13	20770000	21010000	13	20770000	21010000	.	.	.	.	255,255,0	1.1041998043052388	0.07711421235999906	0.06301825286043236	0.7115384615384616	0.5833333333333334
13	77610000	77840000	13	77610000	77840000	.	.	.	.	255,255,0	1.1591393454235313	0.08372616374074698	0.05517560044138531	0.8125	0.5486111111111112
13	101800000	102110000	13	101800000	102110000	.	.	.	.	255,255,0	1.243840311689305	0.07922230275497089	0.059514694667680064	0.88671875	0.54296875
13	96220000	96500000	13	96220000	96500000	.	.	.	.	255,255,0	1.0893027769126538	0.06553356233656357	0.07001664535315925	0.6523809523809524	0.680952380952381
13	91710000	91900000	13	91710000	91900000	.	.	.	.	255,255,0	0.9811648032806786	0.06259149788577167	0.06987252844147221	0.59	0.65
13	49860000	50170000	13	49860000	50170000	.	.	.	.	255,255,0	1.2102327591077526	0.06815411652513403	0.06401154315386338	0.69921875	0.80859375
13	79970000	80120000	13	79970000	80120000	.	.	.	.	255,255,0	1.071349017405379	0.06949957302299659	0.062117072390386954	0.640625	0.671875
13	74320000	74700000	13	74320000	74700000	.	.	.	.	255,255,0	1.5929879210319282	0.07534001409578922	0.0537179419683268	0.9184210526315789	0.8342105263157895
13	41950000	42220000	13	41950000	42220000	.	.	.	.	255,255,0	1.2010825306580806	0.06376269565149277	0.06343587542170544	0.75	0.7397959183673469
13	95840000	96060000	13	95840000	96060000	.	.	.	.	255,255,0	1.3703253181071018	0.06342022798515197	0.06243192013148793	0.8178374655647382	0.7393250688705234
13	41630000	41870000	13	41630000	41870000	.	.	.	.	255,255,0	1.0785735568050514	0.05799832530387054	0.06706173201950467	0.6987179487179487	0.7115384615384616
13	39970000	40170000	13	39970000	40170000	.	.	.	.	255,255,0	1.0544539594980091	0.029813500787588296	0.09489748582692575	0.5181818181818182	0.7909090909090909
13	72080000	72440000	13	72080000	72440000	.	.	.	.	255,255,0	1.2802073256645627	0.06157924289325849	0.0630621927288029	0.6052631578947368	0.8859649122807017
13	50220000	50500000	13	50220000	50500000	.	.	.	.	255,255,0	1.0326413775666765	0.06618044416380298	0.0565681434795335	0.7545454545454546	0.5526262626262626
13	42930000	43140000	13	42930000	43140000	.	.	.	.	255,255,0	0.7467939229266556	0.06020951442127807	0.06045970786398971	0.5289256198347108	0.512396694214876
13	109600000	109780000	13	109600000	109780000	.	.	.	.	255,255,0	0.9800360692626402	0.08196697378737836	0.038254046345498546	0.6727777777777777	0.5161111111111112
